漆 黑 裡 看 清 楚	0.4 1.0 0.4 0.4 0.2 0.6
誰 是 一 顆 星	0.4 1.0 0.4 0.4 0.2
光 速 的 愛	0.4 1.0 0.4 0.4
一 閃 即 過	0.4 1.0 0.4 0.4
寂 寞 如 梭	0.4 1.0 0.4 0.4
曾 經	0.4 1.0
寂 寞 就 如 灰 塵	0.4 1.0 0.4 0.4 0.2 0.6
佈 滿 躍 動 的 心	0.4 1.0 0.4 0.4 0.2 0.6
連 沈 睡 也 發 出 聲 音	0.4 1.0 0.4 0.4 0.2 0.6 0.4 1.0
曾 經	0.4 1.0
付 出 氣 力 光 陰	0.4 1.0 0.4 0.4 0.2 0.6
拚 了 命 要 握 緊 毫 無 用 處 的 奢 侈 品	0.4 1.0 0.4 0.4 0.2 0.6 0.4 1.0 0.4 0.4 0.2 0.6 0.4 0.2
不 要 愛	0.4 1.0 0.4
無 法 愛 上 的 畫	0.4 1.0 0.4 0.4 0.2 0.6
任 我 怎 麼 欣 賞 他	0.4 1.0 0.4 0.4 0.2 0.6 0.4
都 不 要 到 處 掛	0.4 1.0 0.4 0.4 0.2 0.6
固 執 的 七 十 一	0.0 0.3 0.3 1.3 0.1 0.1
尾 聲 啦 夏 天	0.0 0.3 0.3 1.3 0.1
太 亮 了 霓 虹 燈	0.0 0.3 0.3 1.3 0.1 0.1
天 空 的 顏 色 好 淺	0.0 0.3 0.3 1.3 0.1 0.1 0.1
傻 子 才 爭 吵 啊	0.0 0.3 0.3 1.3 0.1 0.1
落 葉 是 樹 的 風 險	0.0 0.3 0.3 1.3 0.1 0.1 0.1
情 感 是 偶 發 的 事 件	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
用 偏 方 治 好 失 眠	0.0 0.3 0.3 1.3 0.1 0.1 0.1
滿 意 你 愛 的 嗎	0.0 0.3 0.3 1.3 0.1 0.1
有 何 新 發 現	0.0 0.3 0.3 1.3 0.1
溫 柔 的 實 驗	0.0 0.3 0.3 1.3 0.1
戀 愛 的 肢 體 語 言	0.0 0.3 0.3 1.3 0.1 0.1 0.1
努 力 愛 一 個 人	0.0 0.3 0.3 1.3 0.1 0.1
和 幸 福 並 無 關 聯	0.0 0.3 0.3 1.3 0.1 0.1 0.1
小 心 啊 愛 與 不 愛 之 間	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2 0.2
離 得 不 是 太 遠	0.0 0.3 0.3 1.3 0.1 0.1
吞 下 寂 寞 的 戀 人 啊	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
試 著 辛 苦 的 去 瞭 解	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
卻 是 遺 憾	0.0 0.3 0.3 1.3
少 見	0.0 0.3
有 誰	0.0 0.3
如 願	0.0 0.3
真 是 讓 人 不 甘 心 啊	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
越 是 相 愛 的 兩 個 人	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
越 是 容 易 讓 彼 此 疼	0.0 0.3 0.3 1.3 0.1 0.1 0.1 0.2
疲 憊 了	0.0 0.3 0.3
放 手 了	0.0 0.3 0.3
不 值 得	0.0 0.3 0.3
不 要 了	0.0 0.3 0.3
漸 漸 麻 痺 阮 的 心	0.3 0.3 0.5 0.5 0.5 0.5 0.5
誰 人 安 慰	0.3 0.3 0.5 0.5
鹹 酸 苦 澀	0.3 0.3 0.5 0.5
夜 夜 捉 弄	0.3 0.3 0.5 0.5
想 起 放 蕩	0.3 0.3 0.5 0.5
展 威 風 的 過 去	0.3 0.3 0.5 0.5 0.5 0.5
如 今 阮 用 寂 寞 來 麻 醉	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9 0.9
不 通 愛 著 阮 的 心	0.3 0.3 0.5 0.5 0.5 0.5 0.5
已 經 麻 痺	0.3 0.3 0.5 0.5
鹹 酸 苦 色	0.3 0.3 0.5 0.5
隨 人 創 治	0.3 0.3 0.5 0.5
不 免 擱 問	0.3 0.3 0.5 0.5
阮 的 心 真 慣 習	0.3 0.3 0.5 0.5 0.5 0.5
今 夜 阮 用 寂 寞 來 維 持	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9 0.9
為 情 所 害 無 法 可 治	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9
傷 心 有 啥 人 重 視	0.3 0.3 0.5 0.5 0.5 0.5 0.5
是 寂 寞 的 男 人	0.3 0.3 0.5 0.5 0.5 0.5
就 用 寂 寞 做 名 字	0.3 0.3 0.5 0.5 0.5 0.5 0.5
猶 原 有 信 心 打 出 重 圍	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9 0.9
找 阮 的 天	0.3 0.3 0.5 0.5
無 人 安 慰 阮 的 心	0.3 0.3 0.5 0.5 0.5 0.5 0.5
只 有 堅 強	0.3 0.3 0.5 0.5
相 信 以 後 更 加 保 重	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9
不 免 擱 問	0.3 0.3 0.5 0.5
阮 的 心 的 去 向	0.3 0.3 0.5 0.5 0.5 0.5
今 夜 阮 是 寂 寞 的 英 雄	0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.9 0.9
故 事 從 一 雙 玻 璃 鞋 開 始	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
最 初 灰 姑 娘 還 沒 有 回 憶	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
不 懂 小 王 子 有 多 美 麗	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7
直 到 伊 甸 園	0.9 0.5 0.2 0.5 0.5
長 出 第 一 顆 菩 提	0.9 0.5 0.2 0.5 0.5 0.5 0.5
我 們 才 學 會 孤 寂	0.9 0.5 0.2 0.5 0.5 0.5 0.5
在 天 鵝 湖 中 邊 走 邊 尋 覓	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
尋 覓	0.9 0.5
最 後 每 個 人 都 有 個 結 局	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
只 是 踏 破 了 玻 璃 鞋 之 後	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
你 的 小 王 子 跑 到 哪 裡	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7
蝴 蝶 的 玫 瑰 可 能 依 然 留 在	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2 0.2
幾 億 年 前 的 寒 武 紀	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9
怕 鏡 花 水 月 終 於 來 不 及	0.9 0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.7 0.2
去 相 遇	0.9 0.5 0.2
你 說 天 黑 以 後 要 來	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
我 等 到 月 上 東 山	3.0 3.0 3.0 3.0 3.0 3.0 3.0
月 眉 彎 彎	3.0 3.0 3.0 3.0
清 淚 兩 行 也 彎 彎	3.0 3.0 3.0 3.0 3.0 3.0 3.0
我 盼 伊 人 望 眼 欲 穿	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
你 說 天 黑 以 後 要 來	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
我 等 到 露 濕 窗 台	3.0 3.0 3.0 3.0 3.0 3.0 3.0
晨 霧 淡 淡	3.0 3.0 3.0 3.0
清 淚 兩 行 也 淡 淡	3.0 3.0 3.0 3.0 3.0 3.0 3.0
我 盼 伊 人 萬 般 心 酸	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
你 說 天 黑 以 後 要 來	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
我 等 到 兩 鬢 霜 白	3.0 3.0 3.0 3.0 3.0 3.0 3.0
發 絲 斑 斑	3.0 3.0 3.0 3.0
清 淚 也 斑 斑	3.0 3.0 3.0 3.0 3.0
清 淚 兩 行 也 斑 斑	3.0 3.0 3.0 3.0 3.0 3.0 3.0
我 為 伊 人 轉 眼 半 百	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
我 等 待 等 待 伊 人 何 在	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2 0.2
與 你 的 妻 你 的 小 孩	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
我 為 伊 人 轉 眼 半 百	3.0 3.0 3.0 3.0 3.0 3.0 3.0 0.2
不 必 去 學 推 理	0.2 0.4 0.2 0.2 0.4 0.2
斷 定 誰 在 你 手 機	0.2 0.4 0.2 0.2 0.4 0.2 0.2
留 下 最 多 的 短 訊	0.2 0.4 0.2 0.2 0.4 0.2 0.2
詞 語 太 細 膩	0.2 0.4 0.2 0.2 0.4
今 天 你 在 工 幹	0.2 0.4 0.2 0.2 0.4 0.2
約 定 誰 坐 哪 班 機	0.2 0.4 0.2 0.2 0.4 0.2 0.2
離 別 我 心 幾 千 里	0.2 0.4 0.2 0.2 0.4 0.2 0.2
誰 照 顧 你	0.2 0.4 0.2 0.2
照 片 都 拍 得 美	0.2 0.4 0.2 0.2 0.4 0.2
時 日 像 無 多	0.2 0.4 0.2 0.2 0.4
願 你 演 戲 讓 我 拍 和	0.2 0.4 0.2 0.2 0.4 0.2 0.2 1.5
凡 事 掩 飾 清 楚	0.2 0.4 0.2 0.2 0.4 0.2
甚 麼 也 辦 妥	0.2 0.4 0.2 0.2 0.4
才 擁 抱 別 個 共 慶 賀	0.2 0.4 0.2 0.2 0.4 0.2 0.2 1.5
情 人 別 懶 惰	0.2 0.4 0.2 0.2 0.4
令 我 溫 暖 在 寶 座	0.2 0.4 0.2 0.2 0.4 0.2 0.2
門 外 加 一 把 鎖	0.2 0.4 0.2 0.2 0.4 0.2
甚 麼 也 辦 妥	0.2 0.4 0.2 0.2 0.4
才 擁 抱 著 我 願 意 麼	0.2 0.4 0.2 0.2 0.4 0.2 0.2 1.5
瞞 著 我	0.2 0.4 0.2
辦 法 多	0.2 0.4 0.2
但 你 竟 不 去 瞞 我	0.2 0.4 0.2 0.2 0.4 0.2 0.2
紙 張 也 被 撕 破	0.2 0.4 0.2 0.2 0.4 0.2
我 沒 能 力 去 包 火	0.2 0.4 0.2 0.2 0.4 0.2 0.2
難 道 你 想 委 屈 我	0.2 0.4 0.2 0.2 0.4 0.2 0.2
同 意 你 惹 禍	0.2 0.4 0.2 0.2 0.4
今 天 我 若 經 過	0.2 0.4 0.2 0.2 0.4 0.2
你 共 誰 入 了 居 所	0.2 0.4 0.2 0.2 0.4 0.2 0.2
床 伴 那 些 水 果	0.2 0.4 0.2 0.2 0.4 0.2
由 我 購 買	0.2 0.4 0.2 0.2
我 知 少 了 幾 個	0.2 0.4 0.2 0.2 0.4 0.2
別 唱 嘴 邊 那 情 歌	0.2 0.4 0.2 0.2 0.4 0.2 0.2
月 亮 在 你 的 眼 睛	0.5 0.2 0.5 0.5 0.5 0.5 0.9
太 陽 在 我 心	0.5 0.2 0.5 0.5 0.5
現 在 我 唱 這 首 歌	0.5 0.2 0.5 0.5 0.5 0.5 0.9
只 為 你	0.5 0.2 0.5
想 把 所 有 煩 惱 都 忘 掉	0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.5 0.2
做 不 做 的 到	0.5 0.2 0.5 0.5 0.5
你 明 白 我 心 在 燃 燒	0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.5
因 為 你	0.5 0.2 0.5
你 心 中 的 話	0.5 0.2 0.5 0.5 0.5
我 全 都 想 聽	0.5 0.2 0.5 0.5 0.5
能 不 能 相 信	0.5 0.2 0.5 0.5 0.5
所 有 的 夢 裡 全 都 是 你	0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.5 0.2
會 不 會 停 息	0.5 0.2 0.5 0.5 0.5
和 你 一 起	0.5 0.2 0.5 0.5
是 否 不 會 再 放 棄	0.5 0.2 0.5 0.5 0.5 0.5 0.9
你 的 心 裡 有 沒 有 秘 密	0.5 0.2 0.5 0.5 0.5 0.5 0.9 0.5 0.2
我 分 不 清	0.5 0.2 0.5 0.5
不 要 在 意	0.5 0.2 0.5 0.5
只 想 微 笑 為 你	0.5 0.2 0.5 0.5 0.5 0.5
寫 一 首 歌	0.5 0.2 0.5 0.5
催 促 雲 兒 是 微 風	0.3 0.3 0.3 0.3 0.3 0.3 0.3
催 促 人 兒 是 甜 夢	0.3 0.3 0.3 0.3 0.3 0.3 0.3
致 令 我 心 顫 動	0.3 0.3 0.3 0.3 0.3 0.3
這 是 妳	0.3 0.3 0.3
浮 遊 萬 里	0.3 0.3 0.3 0.3
極 自 在 飛	0.3 0.3 0.3 0.3
視 線 中 飄 過 以 後 仍 回 味	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
燦 爛 原 來 是 妳	0.3 0.3 0.3 0.3 0.3 0.3
雨 後 其 實 是 更 美	0.3 0.3 0.3 0.3 0.3 0.3 0.3
抱 著 妳 又 再 高 飛	0.3 0.3 0.3 0.3 0.3 0.3 0.3
在 雲 兒 浮 游 望 著 是 妳	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
動 作 細 膩	0.3 0.3 0.3 0.3
和 我 已 分 不 出 有 對 比	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
是 人 兒 沉 迷 沒 甚 道 理	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
在 那 不 知 不 覺 地	0.3 0.3 0.3 0.3 0.3 0.3 0.3
已 將 我 自 己 給 妳	0.3 0.3 0.3 0.3 0.3 0.3 0.3
是 完 完 全 全 感 覺 到 妳	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
極 有 趣 味	0.3 0.3 0.3 0.3
廣 場 一 枚 銅 幣	0.2 0.2 0.2 0.2 0.4 0.2
悲 傷 的 很 隱 密	0.2 0.2 0.2 0.2 0.4 0.2
它 在 許 願 池 裡 輕 輕 嘆 息	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2
太 多 的 我 愛 妳	0.2 0.2 0.2 0.2 0.4 0.2
讓 它 喘 不 過 氣 已 經 失 去 意 義	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4 0.2
戒 指 在 哭 泣	0.2 0.2 0.2 0.2 0.4
靜 靜 躺 在 抽 屜	0.2 0.2 0.2 0.2 0.4 0.2
它 所 擁 有 的 只 剩 下 回 憶	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2
相 愛 還 有 別 離	0.2 0.2 0.2 0.2 0.4 0.2
像 無 法 被 安 排 的 雨 隨 時 準 備 來 襲	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2
我 懷 念 起 國 小 的 課 桌 椅	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2
用 鉛 筆 寫 日 記	0.2 0.2 0.2 0.2 0.4 0.2
紀 錄 那 最 原 始 的 美 麗	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2
如 果 我 遇 見 妳 是 一 場 悲 劇	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4
我 想 我 這 輩 子 注 定 一 個 人 演 戲	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4 0.2 0.2
最 後 再 一 個 人 慢 慢 的 回 憶	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4
沒 有 了 過 去	0.2 0.2 0.2 0.2 0.4
我 將 往 事 抽 離	0.2 0.2 0.2 0.2 0.4 0.2
如 果 我 遇 見 妳 是 一 場 悲 劇	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4
我 可 以 讓 生 命 就 這 樣 毫 無 意 義	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4 0.2 0.2
或 許 再 最 後 能 聽 到 妳 一 句 輕 輕 的 嘆 息	0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.2
後 悔 著 對 不 起	0.2 0.2 0.2 0.2 0.4 0.2
多 麼 想 用 說 話 留 住 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5 0.3 2.2
心 中 想 說	0.3 0.3 0.8 0.3
一 生 之 中	0.3 0.3 0.8 0.3
都 只 愛 你	0.3 0.3 0.8 0.3
為 何 換 了 對 不 起	0.3 0.3 0.8 0.3 0.5 0.5 0.5
今 天 分 手 像 我 完 全 負 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5 0.3 2.2 0.3
這 傷 痛 盼 望 輕 微	0.3 0.3 0.8 0.3 0.5 0.5 0.5
望 你 漸 忘 記	0.3 0.3 0.8 0.3 0.5
我 每 日 也 想 著 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5
靠 在 這 街 中 等 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5
遙 遠 張 望	0.3 0.3 0.8 0.3
隨 你 悲 喜	0.3 0.3 0.8 0.3
視 線 人 浪 中 找 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5
行 近 我 又 怕 驚 動 你	0.3 0.3 0.8 0.3 0.5 0.5 0.5 0.3
我 又 怕 心 難 死	0.3 0.3 0.8 0.3 0.5 0.5
立 定 決 心 以 後 分 離	0.3 0.3 0.8 0.3 0.5 0.5 0.5 0.3
一 生 裡 頭	0.3 0.3 0.8 0.3
誰 是 我 的 心 中 最 美	0.3 0.3 0.8 0.3 0.5 0.5 0.5 0.3
往 日 的 你	0.3 0.3 0.8 0.3
燈 初 上 夜 未 央	0.5 0.2 0.2 0.2 0.1 0.5
來 往 的 人 多 匆 忙	0.5 0.2 0.2 0.2 0.1 0.5 0.2
我 不 要 太 緊 張	0.5 0.2 0.2 0.2 0.1 0.5
和 別 人 一 模 樣	0.5 0.2 0.2 0.2 0.1 0.5
但 是 你 對 我 望	0.5 0.2 0.2 0.2 0.1 0.5
兩 隻 眼 睛 大 又 亮	0.5 0.2 0.2 0.2 0.1 0.5 0.2
我 開 始 失 去 了 主 張	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2
風 吹 得 路 好 長	0.5 0.2 0.2 0.2 0.1 0.5
一 顆 心 晃 呀 晃	0.5 0.2 0.2 0.2 0.1 0.5
多 想 找 人 陪 我 逛	0.5 0.2 0.2 0.2 0.1 0.5 0.2
累 了 睡 在 馬 路 上	0.5 0.2 0.2 0.2 0.1 0.5 0.2
表 面 上 很 倔 強	0.5 0.2 0.2 0.2 0.1 0.5
其 實 內 心 一 團 糟	0.5 0.2 0.2 0.2 0.1 0.5 0.2
怕 自 己 愛 得 像 太 陽	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2
胸 中 藏 著 一 把 火	0.5 0.2 0.2 0.2 0.1 0.5 0.2
這 種 日 子 不 好 過	0.5 0.2 0.2 0.2 0.1 0.5 0.2
把 承 諾 交 給 你	0.5 0.2 0.2 0.2 0.1 0.5
把 微 笑 當 作 信	0.5 0.2 0.2 0.2 0.1 0.5
卻 怎 麼 也 抓 不 住 你	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2
對 你 愛 愛 愛 不 完	0.5 0.2 0.2 0.2 0.1 0.5 0.2
我 可 以 天 天 月 月 年 年 到 永 遠	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2 0.2 0.2 0.2 0.1
So we love love love tonight	0.5 0.2 0.2 0.2 0.1 0.5
不 願 意 絲 絲 點 點 些 些 去 面 對	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2 0.2 0.2 0.2 0.1
對 你 愛 愛 愛 不 完	0.5 0.2 0.2 0.2 0.1 0.5 0.2
相 愛 原 本 總 是 這 麼 難	0.5 0.2 0.2 0.2 0.1 0.5 0.2 0.2 0.2
對 面 的 女 孩 看 過 來	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
看 過 來	0.9 0.1 0.1
看 過 來	0.9 0.1 0.1
這 裡 的 表 演 很 精 采	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
請 不 要 假 裝 不 理 不 睬	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9
對 面 的 女 孩 看 過 來	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
看 過 來	0.9 0.1 0.1
看 過 來	0.9 0.1 0.1
不 要 被 我 的 樣 子 嚇 壞	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9
其 實 我 很 可 愛	0.9 0.1 0.1 0.2 0.9 0.1
寂 寞 男 孩 的 悲 哀	0.9 0.1 0.1 0.2 0.9 0.1 0.1
說 出 來	0.9 0.1 0.1
誰 明 白	0.9 0.1 0.1
求 求 你 拋 個 媚 眼 過 來	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9
哄 哄 我	0.9 0.1 0.1
逗 我 樂 開 懷	0.9 0.1 0.1 0.2 0.9
我 左 看 右 看 上 看 下 看	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9
原 來 每 個 女 孩 都 不 簡 單	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9 0.5
我 想 了 又 想	0.9 0.1 0.1 0.2 0.9
我 猜 了 又 猜	0.9 0.1 0.1 0.2 0.9
女 孩 們 的 心 事 還 真 奇 怪	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9 0.5
寂 寞 男 孩 的 蒼 蠅 拍	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
左 拍 拍	0.9 0.1 0.1
右 拍 拍	0.9 0.1 0.1
為 什 麼 還 是 沒 人 來 愛	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2 0.9
無 人 問 津	0.9 0.1 0.1 0.2
真 無 奈	0.9 0.1 0.1
對 面 的 女 孩 看 過 來	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
看 過 來	0.9 0.1 0.1
看 過 來	0.9 0.1 0.1
寂 寞 男 孩 情 竇 初 開	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
需 要 你 給 我 一 點 愛	0.9 0.1 0.1 0.2 0.9 0.1 0.1 0.2
小 冤 家 你 幹 嘛 像 個 傻 瓜	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
我 問 話 為 什 麼 你 不 回 答	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
你 說 過 愛 著 我 是 真 是 假	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
說 清 楚 講 明 白 不 許 裝 傻	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
小 冤 家 聽 了 話 哎 呀 哎 呀	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
大 大 的 眼 看 著 我 眨 巴 眨 巴	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4 0.1
氣 得 我 掉 轉 頭 不 如 回 家	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
小 冤 家 拉 著 了 我 這 才 說 話	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4 0.1
喊 聲 天 喊 聲 地喊 聲 冤 家	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1
想 著 你 盼 著你 心 亂 如 麻	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1
千 句 話 萬 句 話 喉 頭 打 架	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4
誰 知 道 見 到 了 你 只 會 發 傻	0.1 0.1 0.5 0.1 0.1 0.5 0.1 0.1 0.1 0.4 0.1
小 城 故 事 多	0.7 0.2 0.2 0.2 0.2
充 滿 喜 和 樂	0.7 0.2 0.2 0.2 0.2
若 是 你 到 小 城 來	0.7 0.2 0.2 0.2 0.2 0.2 1.9
收 穫 特 別 多	0.7 0.2 0.2 0.2 0.2
看 似 一 幅 畫	0.7 0.2 0.2 0.2 0.2
聽 像 一 首 歌	0.7 0.2 0.2 0.2 0.2
人 生 境 界 真 善 美	0.7 0.2 0.2 0.2 0.2 0.2 1.9
這 裏 已 包 括	0.7 0.2 0.2 0.2 0.2
談 的 談	0.7 0.2 0.2
說 的 說	0.7 0.2 0.2
小 城 故 事 真 不 錯	0.7 0.2 0.2 0.2 0.2 0.2 1.9
請 你 的 朋 友 一 起 來	0.7 0.2 0.2 0.2 0.2 0.2 1.9 0.7
小 城 來 做 客	0.7 0.2 0.2 0.2 0.2
待 我 好 不 會 保 留	0.6 0.2 1.2 0.4 0.8 0.4 1.2
不 休 假 暖 夏 到 深 秋	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6
飛 走 的 歲 月	0.6 0.2 1.2 0.4 0.8
心 酸 牽 掛 感 受	0.6 0.2 1.2 0.4 0.8 0.4
閱 纜 自 你 這 一 對 手	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6
未 變 改 一 臉 溫 柔	0.6 0.2 1.2 0.4 0.8 0.4 1.2
感 激 你 我 願 說 出 口	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6
溫 馨 的 鏡 頭	0.6 0.2 1.2 0.4 0.8
笑 臉 神 情 都 像 透	0.6 0.2 1.2 0.4 0.8 0.4 1.2
多 相 親 更 有 時 像 摯 友	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6 0.2
陪 我 去 走	0.6 0.2 1.2 0.4
自 昨 日 蕩 千 秋	0.6 0.2 1.2 0.4 0.8 0.4
到 那 積 雪 漸 厚	0.6 0.2 1.2 0.4 0.8 0.4
到 我 有 點 成 就	0.6 0.2 1.2 0.4 0.8 0.4
全 也 是 你 兩 手	0.6 0.2 1.2 0.4 0.8 0.4
無 聲 卻 在 背 後	0.6 0.2 1.2 0.4 0.8 0.4
能 贏 盡 多 少 豐 收	0.6 0.2 1.2 0.4 0.8 0.4 1.2
遍 踏 地 球	0.6 0.2 1.2 0.4
難 及 在 你 身 邊 更 富 有	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6 0.2
是 昨 天 相 裏 飄 浮	0.6 0.2 1.2 0.4 0.8 0.4 1.2
花 園 裏 笑 著 砌 沙 丘	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6
當 思 憶 倒 流	0.6 0.2 1.2 0.4 0.8
縱 是 平 庸 得 像 我	0.6 0.2 1.2 0.4 0.8 0.4 1.2
如 小 小 天 使 你 懷 內 佔 有	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6 0.2 1.6
陪 我 去 走	0.6 0.2 1.2 0.4
自 昨 日 蕩 韆 鞦	0.6 0.2 1.2 0.4 0.8 0.4
到 那 積 雪 漸 厚	0.6 0.2 1.2 0.4 0.8 0.4
到 我 有 點 成 就	0.6 0.2 1.2 0.4 0.8 0.4
全 也 是 你 兩 手	0.6 0.2 1.2 0.4 0.8 0.4
無 聲 卻 在 背 後	0.6 0.2 1.2 0.4 0.8 0.4
能 贏 盡 多 少 豐 收	0.6 0.2 1.2 0.4 0.8 0.4 1.2
遍 踏 地 球	0.6 0.2 1.2 0.4
難 及 這 份 愛 直 到 永 久	0.6 0.2 1.2 0.4 0.8 0.4 1.2 0.6 0.2
從 前 伴 著 盪 韆 鞦	0.6 0.2 1.2 0.4 0.8 0.4 1.2
到 那 積 雪 漸 厚	0.6 0.2 1.2 0.4 0.8 0.4
到 我 有 點 成 就	0.6 0.2 1.2 0.4 0.8 0.4
全 也 是 你 雙 手	0.6 0.2 1.2 0.4 0.8 0.4
默 默 在 我 身 後	0.6 0.2 1.2 0.4 0.8 0.4
能 贏 盡 多 少 豐 收	0.6 0.2 1.2 0.4 0.8 0.4 1.2
